Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_por_mes;Valor_por_ano;Possui_suite
Apartamento;Taquara;3;1;0;60;800.0;459.0;20.0;1259.0;15128.0;Não
Conjunto Comercial/Sala;Centro;0;4;0;1162;58100.0;31281.0;5008.0;89381.0;1077580.0;Não
Apartamento;Engenho Novo;3;0;0;50;1100.0;;;;;Não
Casa de Condomínio;Joá;4;2;4;900;45000.0;1700.0;;46700.0;;Sim
Apartamento;Copacabana;1;0;1;40;1900.0;900.0;69.0;2800.0;33669.0;Sim
Casa Comercial;Leblon;0;0;0;300;35000.0;;2000.0;;;Não
Apartamento;Ipanema;2;0;0;60;4000.0;500.0;120.0;4500.0;54120.0;Não
Apartamento;Copacabana;1;0;0;60;2300.0;400.0;30.0;2700.0;32430.0;Não
Apartamento;Jardim Oceânico;4;4;4;423;7000.0;2153.0;1482.0;9153.0;111318.0;Sim
Casa Comercial;Botafogo;0;5;0;408;22000.0;;2760.0;;;Não
Apartamento;Ipanema;2;0;0;76;2000.0;672.0;;2672.0;;Não
Apartamento;Copacabana;1;0;0;50;2000.0;;;;;Não
Quitinete;Copacabana;1;0;0;40;1550.0;420.0;133.0;1970.0;23773.0;Não
Apartamento;Vila Isabel;2;1;0;61;1300.0;760.0;20.0;2060.0;24740.0;Não
Apartamento;São Conrado;1;1;1;55;2970.0;960.0;190.0;3930.0;47350.0;Sim
Apartamento;Grajaú;2;0;0;67;1400.0;420.0;;1820.0;;Não
Galpão/Depósito/Armazém;Manguinhos;0;0;0;450;6500.0;;500.0;;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;82;2500.0;2261.0;393.0;4761.0;57525.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;30;2757.0;848.0;112.0;3605.0;43372.0;Não
Apartamento;Copacabana;3;1;1;220;4500.0;1475.0;240.0;5975.0;71940.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;33;1000.0;530.0;83.0;1530.0;18443.0;Não
Loja/Salão;Inhaúma;0;0;0;200;2200.0;;;;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;51;3100.0;550.0;380.0;3650.0;44180.0;Não
Apartamento;Leblon;4;2;1;150;8000.0;;;;;Sim
Apartamento;Campo Grande;2;1;0;55;1300.0;570.0;;1870.0;;Não
Apartamento;Península;3;2;3;155;5700.0;1580.0;;7280.0;;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;399.0;640.0;125.0;1039.0;12593.0;Não
Apartamento;Leme;2;0;0;75;2800.0;918.0;;3718.0;;Não
Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;1000.0;12800.0;154600.0;Sim
Conjunto Comercial/Sala;Centro;0;3;0;1299;103930.0;19487.0;;123417.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5938.0;1303.0;28938.0;348559.0;Não
Apartamento;Jardim Oceânico;3;2;1;165;4700.0;1320.0;490.0;6020.0;72730.0;Sim
Apartamento;Barra da Tijuca;3;2;1;125;3500.0;1727.0;299.0;5227.0;63023.0;Sim
Apartamento;Freguesia (Jacarepaguá);3;1;1;64;1700.0;680.0;82.0;2380.0;28642.0;Sim
Flat;Ipanema;2;1;2;78;15000.0;;;;;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;16;0;400;20000.0;108464.0;21298.0;128464.0;1562866.0;Não
Quitinete;Tijuca;1;0;0;24;1000.0;380.0;20.0;1380.0;16580.0;Não
Loja/Salão;Barra da Tijuca;0;3;0;400;12000.0;3500.0;3120.0;15500.0;189120.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;1700.0;1100.0;260.0;2800.0;33860.0;Não
Apartamento;Recreio dos Bandeirantes;4;2;1;160;1900.0;930.0;150.0;2830.0;34110.0;Sim
Apartamento;Centro;1;0;0;43;1400.0;420.0;47.0;1820.0;21887.0;Não
Apartamento;Ipanema;4;2;1;320;15000.0;1900.0;900.0;16900.0;203700.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;950.0;870.0;;1820.0;;Não
Apartamento;Copacabana;3;1;1;140;5000.0;1496.0;;6496.0;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;80;2200.0;1000.0;500.0;3200.0;38900.0;Não
Apartamento;Pilares;2;0;0;60;500.0;280.0;20.0;780.0;9380.0;Não
Apartamento;Botafogo;3;2;1;116;3500.0;1674.0;254.0;5174.0;62342.0;Sim
Casa;Pavuna;2;1;0;46;600.0;250.0;;850.0;;Não
Apartamento;Vidigal;3;2;1;250;4500.0;1600.0;551.0;6100.0;73751.0;Sim
Flat;Barra da Tijuca;2;1;1;74;8500.0;1400.0;400.0;9900.0;119200.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;42;600.0;990.0;;1590.0;;Não
Apartamento;Ipanema;4;2;2;207;15000.0;5000.0;834.0;20000.0;240834.0;Sim
Apartamento;Ipanema;3;0;3;80;5000.0;800.0;220.0;5800.0;69820.0;Sim
Apartamento;Lagoa;3;4;2;380;30000.0;4950.0;1700.0;34950.0;421100.0;Sim
Apartamento;Pechincha;2;1;1;69;1200.0;704.0;83.0;1904.0;22931.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;54;1500.0;667.0;;2167.0;;Não
Apartamento;Centro;1;0;0;25;850.0;223.0;24.0;1073.0;12900.0;Não
Apartamento;Barra da Tijuca;2;1;0;92;2650.0;1629.0;590.0;4279.0;51938.0;Não
Conjunto Comercial/Sala;Flamengo;0;2;0;35;2200.0;1800.0;206.0;4000.0;48206.0;Não
Apartamento;Humaitá;3;1;1;105;4200.0;700.0;700.0;4900.0;59500.0;Sim
Apartamento;Copacabana;3;1;1;110;3600.0;1550.0;;5150.0;;Sim
Apartamento;Copacabana;3;2;1;160;4500.0;920.0;229.0;5420.0;65269.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;34;800.0;885.0;;1685.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;110;3000.0;2270.0;508.0;5270.0;63748.0;Não
Apartamento;Campo Grande;2;2;1;120;2000.0;490.0;;2490.0;;Sim
Casa Comercial;Lagoa;0;0;0;300;17000.0;;1760.0;;;Não
Loja/Salão;Recreio dos Bandeirantes;0;1;0;18;800.0;600.0;112.0;1400.0;16912.0;Não
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;56;2000.0;1049.0;371.0;3049.0;36959.0;Não
Apartamento;Jardim Guanabara;1;1;0;30;1000.0;450.0;24.0;1450.0;17424.0;Não
Apartamento;Barra da Tijuca;4;3;4;290;10000.0;4400.0;;14400.0;;Sim
Apartamento;Bangu;2;1;1;55;1200.0;;2.0;;;Sim
Apartamento;Jardim Botânico;2;2;2;90;4500.0;1410.0;338.0;5910.0;71258.0;Sim
Apartamento;Copacabana;4;1;2;260;13000.0;2500.0;6698.0;15500.0;192698.0;Sim
Apartamento;Freguesia (Jacarepaguá);3;1;1;98;1900.0;1000.0;139.0;2900.0;34939.0;Sim
Apartamento;Botafogo;3;1;0;205;6000.0;2000.0;300.0;8000.0;96300.0;Não
Apartamento;Penha;2;0;0;90;700.0;180.0;;880.0;;Não
Prédio Inteiro;Botafogo;0;8;0;410;20000.0;;;;;Não
Apartamento;Copacabana;1;0;1;60;2200.0;400.0;25.0;2600.0;31225.0;Sim
Apartamento;Flamengo;2;1;0;83;2800.0;810.0;174.0;3610.0;43494.0;Não
Apartamento;Barra da Tijuca;4;2;2;230;6300.0;2200.0;230.0;8500.0;102230.0;Sim
Casa de Condomínio;Barra da Tijuca;5;8;5;1150;40000.0;2300.0;20000.0;42300.0;527600.0;Sim
Apartamento;Barra da Tijuca;3;2;3;127;4700.0;1500.0;200.0;6200.0;74600.0;Sim
Apartamento;Barra da Tijuca;3;2;3;150;5000.0;800.0;520.0;5800.0;70120.0;Sim
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;2200.0;1150.0;126.0;3350.0;40326.0;Sim
Apartamento;Copacabana;3;1;1;138;4500.0;1800.0;185.0;6300.0;75785.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;109;2200.0;1440.0;350.0;3640.0;44030.0;Não
Loja/Salão;Barra da Tijuca;0;1;0;70;5500.0;2846.0;1100.0;8346.0;101252.0;Não
Apartamento;Lagoa;2;1;1;83;4500.0;897.0;163.0;5397.0;64927.0;Sim
Apartamento;Freguesia (Jacarepaguá);1;1;0;55;900.0;690.0;40.0;1590.0;19120.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;212;7500.0;4600.0;1260.0;12100.0;146460.0;Não
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;24;800.0;590.0;56.0;1390.0;16736.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;1100.0;700.0;70.0;1800.0;21670.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;293;14650.0;4541.0;1051.0;19191.0;231343.0;Não
Quitinete;Flamengo;1;0;0;30;1500.0;280.0;29.0;1780.0;21389.0;Não
Apartamento;Barra da Tijuca;3;2;1;150;2500.0;1500.0;398.0;4000.0;48398.0;Sim
Apartamento;Ipanema;5;3;1;300;8500.0;2000.0;1000.0;10500.0;127000.0;Sim
Apartamento;Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0;3950.0;47750.0;Sim
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1350.0;374.0;5350.0;64574.0;Sim
Loja/Salão;Centro;0;0;0;1000;70000.0;;9000.0;;;Não
Apartamento;Barra da Tijuca;2;1;1;76;2300.0;997.0;;3297.0;;Sim
Apartamento;Recreio dos Bandeirantes;2;1;2;55;1500.0;900.0;100.0;2400.0;28900.0;Sim
Conjunto Comercial/Sala;Ipanema;0;1;0;33;3500.0;789.0;258.0;4289.0;51726.0;Não
Apartamento;Gávea;5;1;3;322;20000.0;2629.0;;22629.0;;Sim
Apartamento;Barra da Tijuca;4;3;4;233;9000.0;3000.0;5063.0;12000.0;149063.0;Sim
Conjunto Comercial/Sala;Centro;0;1;0;27;600.0;1385.0;;1985.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;67;950.0;1393.0;166.0;2343.0;28282.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;20;500.0;390.0;;890.0;;Não
Apartamento;Gávea;2;1;0;87;3700.0;1100.0;1430.0;4800.0;59030.0;Não
Loja/Salão;Madureira;0;0;0;70;3000.0;;160.0;;;Não
Apartamento;Barra da Tijuca;3;2;1;76;1300.0;876.0;;2176.0;;Sim
Apartamento;Barra da Tijuca;4;3;4;292;16000.0;5200.0;17000.0;21200.0;271400.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;20;300.0;950.0;83.0;1250.0;15083.0;Não
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;35;2300.0;1059.0;184.0;3359.0;40492.0;Não
Apartamento;Leblon;3;1;1;108;3900.0;1141.0;406.0;5041.0;60898.0;Sim
Apartamento;Moneró;2;0;0;55;1200.0;350.0;;1550.0;;Não
Casa;Freguesia (Jacarepaguá);3;4;1;318;4500.0;;353.0;;;Sim
Apartamento;Santa Teresa;2;0;0;60;1700.0;400.0;12.0;2100.0;25212.0;Não
Apartamento;Tijuca;2;0;0;51;1800.0;250.0;;2050.0;;Não
Apartamento;Barra da Tijuca;3;2;2;120;3500.0;1068.0;;4568.0;;Sim
Apartamento;Laranjeiras;1;0;0;90;2600.0;730.0;100.0;3330.0;40060.0;Não
Apartamento;Flamengo;3;1;1;250;7000.0;1636.0;550.0;8636.0;104182.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;26;400.0;400.0;96.0;800.0;9696.0;Não
Galpão/Depósito/Armazém;Penha Circular;0;0;0;9220;73000.0;;8349.0;;;Não
Apartamento;Leblon;3;2;1;140;8000.0;2500.0;4400.0;10500.0;130400.0;Sim
Apartamento;Madureira;3;0;0;90;1350.0;95.0;;1445.0;;Não
Apartamento;Barra da Tijuca;3;2;3;220;5000.0;2550.0;680.0;7550.0;91280.0;Sim
Apartamento;Leblon;3;1;1;125;9500.0;1900.0;435.0;11400.0;137235.0;Sim
Apartamento;Copacabana;2;0;1;90;3000.0;1150.0;141.0;4150.0;49941.0;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;95;1600.0;600.0;1700.0;2200.0;28100.0;Sim
Apartamento;Riachuelo;2;1;1;60;1500.0;350.0;;1850.0;;Sim
Apartamento;Jacarepaguá;2;1;1;90;1991.0;1250.0;1500.0;3241.0;40392.0;Sim
Apartamento;Ipanema;4;2;1;178;13000.0;2717.0;782.0;15717.0;189386.0;Sim
Apartamento;Jardim Botânico;2;1;1;90;3600.0;1200.0;170.0;4800.0;57770.0;Sim
Apartamento;Jardim Botânico;3;2;0;104;4000.0;1200.0;328.0;5200.0;62728.0;Não
Apartamento;Laranjeiras;3;2;1;140;3300.0;1462.0;336.0;4762.0;57480.0;Sim
Apartamento;Recreio dos Bandeirantes;3;3;3;128;3500.0;583.0;;4083.0;;Sim
Apartamento;Rio Comprido;2;1;0;70;1500.0;;600.0;;;Não
Apartamento;Praça Seca;2;1;0;47;750.0;252.0;13.0;1002.0;12037.0;Não
Loft;Copacabana;1;1;0;39;5500.0;550.0;;6050.0;;Não
Apartamento;Recreio dos Bandeirantes;3;1;1;82;1890.0;680.0;142.0;2570.0;30982.0;Sim
Apartamento;Pilares;3;0;0;65;1200.0;350.0;130.0;1550.0;18730.0;Não
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;28;2200.0;755.0;185.0;2955.0;35645.0;Não
Apartamento;Tijuca;3;0;0;92;1500.0;645.0;85.0;2145.0;25825.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;89;4900.0;2700.0;6635.0;7600.0;97835.0;Não
Apartamento;Ipanema;1;0;0;40;1200.0;640.0;29.0;1840.0;22109.0;Não
Apartamento;Laranjeiras;3;2;1;110;3700.0;900.0;;4600.0;;Sim
Apartamento;Tijuca;1;1;1;40;1600.0;493.0;;2093.0;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;90;1350.0;240.0;84.0;1590.0;19164.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;200;9950.0;4530.0;833.0;14480.0;174593.0;Não
Apartamento;Barra da Tijuca;4;2;2;282;10000.0;2200.0;450.0;12200.0;146850.0;Sim
Apartamento;Ipanema;3;3;1;306;18000.0;3300.0;;21300.0;;Sim
Apartamento;Taquara;2;1;0;50;1100.0;570.0;13.0;1670.0;20053.0;Não
Galpão/Depósito/Armazém;Penha;0;0;0;650;6500.0;;;;;Não
Apartamento;Ipanema;3;1;1;190;7500.0;1540.0;;9040.0;;Sim
Apartamento;Barra da Tijuca;3;3;3;230;12000.0;5000.0;1000.0;17000.0;205000.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;25;450.0;606.0;83.0;1056.0;12755.0;Não
Loja/Salão;Pechincha;0;1;0;194;12000.0;1863.0;;13863.0;;Não
Apartamento;Tijuca;4;2;2;182;2500.0;1620.0;297.0;4120.0;49737.0;Sim
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;70;3800.0;1200.0;1200.0;5000.0;61200.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;27;0;2838;269610.0;65274.0;;334884.0;;Não
Apartamento;Barra da Tijuca;1;1;1;45;2800.0;1180.0;240.0;3980.0;48000.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;65;3000.0;2386.0;;5386.0;;Não
Apartamento;Barra da Tijuca;3;1;0;127;5000.0;2570.0;683.0;7570.0;91523.0;Não
Flat;Botafogo;1;1;0;40;2900.0;1071.0;102.0;3971.0;47754.0;Não
Apartamento;Barra da Tijuca;2;1;1;100;5000.0;2500.0;550.0;7500.0;90550.0;Sim
Apartamento;Pilares;2;0;0;70;750.0;186.0;15.0;936.0;11247.0;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1800.0;650.0;80.0;2450.0;29480.0;Sim
Apartamento;Barra da Tijuca;3;3;3;150;5000.0;1100.0;220.0;6100.0;73420.0;Sim
Conjunto Comercial/Sala;Méier;0;0;0;30;450.0;560.0;;1010.0;;Não
Casa de Condomínio;São Conrado;4;2;1;240;6500.0;2200.0;3400.0;8700.0;107800.0;Sim
Casa;Vila da Penha;1;0;0;45;800.0;;;;;Não
Galpão/Depósito/Armazém;Ramos;0;0;0;14800;180000.0;;;;;Não
Conjunto Comercial/Sala;Centro;0;0;0;270;10000.0;9500.0;1470.0;19500.0;235470.0;Não
Apartamento;Ipanema;3;2;1;200;15000.0;1900.0;520.0;16900.0;203320.0;Sim
Apartamento;Leblon;2;2;2;234;10000.0;3250.0;6400.0;13250.0;165400.0;Sim
Casa;Santa Teresa;2;0;0;60;1400.0;;56.0;;;Não
Galpão/Depósito/Armazém;Vila da Penha;0;10;0;2600;15000.0;;;;;Não
Apartamento;Leme;2;1;1;86;2500.0;821.0;147.0;3321.0;39999.0;Sim
Apartamento;Ipanema;3;2;1;117;6300.0;2200.0;387.0;8500.0;102387.0;Sim
Apartamento;São Conrado;4;2;2;206;3500.0;1650.0;;5150.0;;Sim
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1413.0;;3913.0;;Sim
Apartamento;Barra da Tijuca;1;1;1;70;2500.0;1400.0;347.0;3900.0;47147.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;380;13000.0;5307.0;2080.0;18307.0;221764.0;Não
Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;1;0;40;550.0;690.0;;1240.0;;Não
Apartamento;Recreio dos Bandeirantes;3;1;1;90;1800.0;853.0;145.0;2653.0;31981.0;Sim
Apartamento;Leblon;4;2;4;200;9500.0;2710.0;;12210.0;;Sim
Loja Shopping/ Ct Comercial;Freguesia (Jacarepaguá);0;15;0;620;15000.0;11000.0;1500.0;26000.0;313500.0;Não
Conjunto Comercial/Sala;Centro;0;2;0;258;14000.0;4800.0;1000.0;18800.0;226600.0;Não
Apartamento;Catete;3;1;1;90;3800.0;1300.0;210.0;5100.0;61410.0;Sim
Apartamento;Guaratiba;2;1;0;55;600.0;250.0;;850.0;;Não
Apartamento;Botafogo;1;0;0;25;2000.0;;;;;Não
Apartamento;Copacabana;1;0;1;41;2200.0;630.0;;2830.0;;Sim
Apartamento;Freguesia (Jacarepaguá);2;1;0;65;1300.0;528.0;;1828.0;;Não
Apartamento;Barra da Tijuca;2;2;2;147;6000.0;2550.0;5327.0;8550.0;107927.0;Sim
Apartamento;Ipanema;1;0;0;50;3500.0;379.0;88.0;3879.0;46636.0;Não
Apartamento;Botafogo;2;1;2;84;4230.0;1140.0;202.0;5370.0;64642.0;Sim
Casa Comercial;Botafogo;6;2;0;400;15000.0;;;;;Não
Apartamento;Copacabana;4;2;1;380;13000.0;2700.0;1200.0;15700.0;189600.0;Sim
Apartamento;Guadalupe;1;1;1;45;800.0;250.0;;1050.0;;Sim
Casa Comercial;Copacabana;0;0;0;100;8500.0;;;;;Não
Casa de Condomínio;Recreio dos Bandeirantes;5;2;5;400;8500.0;1000.0;480.0;9500.0;114480.0;Sim
Conjunto Comercial/Sala;Centro;0;1;0;368;23871.0;11408.0;1230.0;35279.0;424578.0;Não
Apartamento;Ipanema;3;1;1;110;6900.0;1400.0;300.0;8300.0;99900.0;Sim
Apartamento;Botafogo;2;0;0;80;2200.0;1000.0;124.0;3200.0;38524.0;Não
Conjunto Comercial/Sala;Leblon;0;1;0;30;3500.0;950.0;900.0;4450.0;54300.0;Não
Casa;Recreio dos Bandeirantes;4;4;2;258;4800.0;350.0;;5150.0;;Sim
Conjunto Comercial/Sala;Taquara;0;1;0;24;920.0;456.0;;1376.0;;Não
Apartamento;Barra da Tijuca;2;1;1;90;2400.0;1300.0;195.0;3700.0;44595.0;Sim
Apartamento;Engenho de Dentro;3;1;1;76;1100.0;617.0;135.0;1717.0;20739.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;760;30400.0;8420.0;;38820.0;;Não
Apartamento;Ipanema;2;1;0;83;4500.0;1200.0;130.0;5700.0;68530.0;Não
Apartamento;Ipanema;4;2;1;450;38000.0;;;;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;220;18700.0;2800.0;;21500.0;;Não
Apartamento;Copacabana;3;1;0;114;2500.0;1515.0;287.0;4015.0;48467.0;Não
Apartamento;Ipanema;2;1;1;125;6500.0;1550.0;290.0;8050.0;96890.0;Sim
Apartamento;Copacabana;1;1;1;130;10000.0;1200.0;;11200.0;;Sim
Apartamento;Copacabana;2;1;0;70;2500.0;704.0;160.0;3204.0;38608.0;Não
Apartamento;Leme;4;1;2;320;9500.0;1800.0;500.0;11300.0;136100.0;Sim
Apartamento;Leblon;2;0;0;65;3200.0;900.0;160.0;4100.0;49360.0;Não
Apartamento;Copacabana;3;1;1;100;2900.0;1100.0;215.0;4000.0;48215.0;Sim
Casa de Condomínio;Barra da Tijuca;5;3;5;350;13000.0;710.0;630.0;13710.0;165150.0;Sim
Apartamento;Recreio dos Bandeirantes;2;2;1;71;1800.0;658.0;;2458.0;;Sim
Apartamento;Jardim Botânico;3;1;0;98;3900.0;1000.0;127.0;4900.0;58927.0;Não
Quitinete;Centro;0;0;0;40;1200.0;474.0;;1674.0;;Não
Apartamento;Barra da Tijuca;2;1;1;68;2800.0;750.0;160.0;3550.0;42760.0;Sim
Apartamento;Laranjeiras;3;1;1;105;2500.0;1156.0;216.0;3656.0;44088.0;Sim
Galpão/Depósito/Armazém;Cachambi;0;0;0;1000;9000.0;;14849.0;;;Não
Apartamento;Leblon;3;1;1;150;7500.0;2500.0;379.0;10000.0;120379.0;Sim
Apartamento;Copacabana;1;1;0;55;2400.0;1766.0;147.0;4166.0;50139.0;Não
Apartamento;Recreio dos Bandeirantes;4;2;4;300;5000.0;1450.0;3454.0;6450.0;80854.0;Sim
Apartamento;Leblon;2;0;0;40;3200.0;572.0;;3772.0;;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1500.0;690.0;;2190.0;;Sim
Casa;Vargem Pequena;4;1;1;141;2500.0;400.0;250.0;2900.0;35050.0;Sim
Apartamento;Copacabana;4;2;1;389;12400.0;3825.0;1379.0;16225.0;196079.0;Sim
Apartamento;Braz de Pina;2;0;0;80;900.0;332.0;;1232.0;;Não
Apartamento;Barra da Tijuca;2;2;1;115;8000.0;1800.0;;9800.0;;Sim
Apartamento;Barra da Tijuca;3;1;1;120;4500.0;1200.0;;5700.0;;Sim
Apartamento;Recreio dos Bandeirantes;3;3;1;120;2950.0;833.0;2738.0;3783.0;48134.0;Sim
Casa;Pechincha;4;4;1;275;4500.0;;2104.0;;;Sim
Apartamento;Copacabana;3;1;0;95;3000.0;1100.0;;4100.0;;Não
Casa;Jacarepaguá;2;2;0;80;2000.0;;;;;Não
Apartamento;Recreio dos Bandeirantes;2;3;2;195;3100.0;900.0;450.0;4000.0;48450.0;Sim
Apartamento;Cascadura;2;0;0;54;800.0;276.0;;1076.0;;Não
Apartamento;Ipanema;3;1;0;128;6300.0;1300.0;280.0;7600.0;91480.0;Não
Apartamento;Copacabana;2;0;0;80;3500.0;1200.0;119.0;4700.0;56519.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;23;700.0;296.0;27.0;996.0;11979.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;1788;114000.0;45000.0;;159000.0;;Não
Apartamento;Lagoa;3;1;1;117;5500.0;1000.0;456.0;6500.0;78456.0;Sim
Apartamento;Barra da Tijuca;1;1;0;68;1800.0;1354.0;299.0;3154.0;38147.0;Não
Apartamento;Copacabana;4;1;2;300;4000.0;1350.0;390.0;5350.0;64590.0;Sim
Apartamento;Copacabana;1;0;0;40;2600.0;605.0;253.0;3205.0;38713.0;Não
Apartamento;Tijuca;2;1;0;75;1500.0;430.0;;1930.0;;Não
Conjunto Comercial/Sala;Flamengo;0;1;0;42;2000.0;1316.0;233.0;3316.0;40025.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;36;600.0;365.0;83.0;965.0;11663.0;Não
Casa de Condomínio;Barra da Tijuca;5;5;5;800;40000.0;1000.0;15000.0;41000.0;507000.0;Sim
Apartamento;Santa Cruz;2;1;0;59;690.0;110.0;;800.0;;Não
Apartamento;Vaz Lobo;3;1;1;140;1200.0;400.0;;1600.0;;Sim
Apartamento;Barra da Tijuca;4;3;1;170;4200.0;2500.0;364.0;6700.0;80764.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;23;800.0;339.0;107.0;1139.0;13775.0;Não
Conjunto Comercial/Sala;Botafogo;0;8;0;327;26160.0;9927.0;17300.0;36087.0;450344.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;800.0;;1800.0;;Não
Apartamento;Ipanema;1;1;0;80;2700.0;800.0;80.0;3500.0;42080.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;23;900.0;794.0;113.0;1694.0;20441.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;1000.0;659.0;215.0;1659.0;20123.0;Não
Flat;Ipanema;1;1;0;60;6500.0;;;;;Não
Apartamento;Lagoa;3;1;1;105;4200.0;1242.0;;5442.0;;Sim
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;20;600.0;500.0;;1100.0;;Não
Apartamento;Ipanema;4;2;2;450;18000.0;3100.0;1500.0;21100.0;254700.0;Sim
Apartamento;Leblon;2;0;0;94;2400.0;793.0;178.0;3193.0;38494.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;92;1800.0;746.0;229.0;2546.0;30781.0;Não
Apartamento;Barra da Tijuca;3;2;1;134;10000.0;2500.0;500.0;12500.0;150500.0;Sim
Apartamento;Jardim Botânico;4;2;1;250;10000.0;1800.0;;11800.0;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;90;4000.0;3730.0;461.0;7730.0;93221.0;Não
Apartamento;Ipanema;3;3;1;170;8500.0;2355.0;410.0;10855.0;130670.0;Sim
Apartamento;Barra da Tijuca;2;2;1;105;6000.0;2450.0;;8450.0;;Sim
Conjunto Comercial/Sala;Copacabana;0;0;0;43;900.0;690.0;;1590.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;677;40621.0;14291.0;3216.0;54912.0;662160.0;Não
Apartamento;Leblon;4;2;2;180;7000.0;1800.0;733.0;8800.0;106333.0;Sim
Apartamento;Santa Teresa;3;0;0;100;2100.0;370.0;150.0;2470.0;29790.0;Não
Apartamento;Barra da Tijuca;2;2;1;111;4500.0;1600.0;300.0;6100.0;73500.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;57;2300.0;1600.0;;3900.0;;Não
Apartamento;Pechincha;2;1;0;60;1000.0;390.0;356.0;1390.0;17036.0;Não
Apartamento;Leblon;2;1;0;82;5500.0;570.0;130.0;6070.0;72970.0;Não
Apartamento;Leblon;4;2;1;180;15000.0;2180.0;647.0;17180.0;206807.0;Sim
Conjunto Comercial/Sala;Flamengo;0;14;0;1324;105920.0;26480.0;;132400.0;;Não
Loja Shopping/ Ct Comercial;Gávea;0;1;0;30;2350.0;1600.0;326.0;3950.0;47726.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;1207;156941.0;24144.0;6036.0;181085.0;2179056.0;Não
Apartamento;Lagoa;3;1;1;152;6500.0;1787.0;473.0;8287.0;99917.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;87;0;4389;438900.0;;;;;Não
Apartamento;Barra da Tijuca;3;3;1;185;13000.0;2175.0;825.0;15175.0;182925.0;Sim
Apartamento;Copacabana;2;0;0;82;2876.0;696.0;;3572.0;;Não
Apartamento;Catete;1;0;0;55;1300.0;519.0;291.0;1819.0;22119.0;Não
Apartamento;Botafogo;2;1;1;80;4310.0;1315.0;187.0;5625.0;67687.0;Sim
