Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_por_mes;Valor_por_ano;Possui_suite
Apartamento;Barra da Tijuca;3;2;2;98;2900.0;1388.0;184.0;4288.0;51640.0;Sim
Conjunto Comercial/Sala;Tijuca;0;0;0;43;1200.0;670.0;210.0;1870.0;22650.0;Não
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;20;1100.0;335.0;;1435.0;;Não
Apartamento;Barra da Tijuca;4;3;3;197;8500.0;1700.0;;10200.0;;Sim
Apartamento;Copacabana;1;0;0;50;1300.0;550.0;;1850.0;;Não
Apartamento;Leblon;4;2;4;230;12500.0;2710.0;1625.0;15210.0;184145.0;Sim
Apartamento;Ipanema;2;3;2;214;20000.0;3500.0;12000.0;23500.0;294000.0;Sim
Apartamento;Barra da Tijuca;3;2;3;120;3500.0;1150.0;;4650.0;;Sim
Apartamento;Botafogo;1;1;1;60;2800.0;1200.0;90.0;4000.0;48090.0;Sim
Apartamento;Praça da Bandeira;2;0;1;103;1000.0;650.0;93.0;1650.0;19893.0;Sim
Apartamento;Catete;2;1;0;71;2000.0;750.0;138.0;2750.0;33138.0;Não
Apartamento;Grajaú;3;0;1;100;1700.0;275.0;;1975.0;;Sim
Conjunto Comercial/Sala;Vila Valqueire;0;1;0;35;1000.0;350.0;;1350.0;;Não
Apartamento;Tijuca;4;2;1;150;2500.0;1300.0;315.0;3800.0;45915.0;Sim
Casa;Andaraí;2;1;0;80;2000.0;100.0;25.0;2100.0;25225.0;Não
Apartamento;Barra da Tijuca;1;1;0;45;1300.0;638.0;120.0;1938.0;23376.0;Não
Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;350;7500.0;900.0;;8400.0;;Sim
Apartamento;Copacabana;2;0;0;68;2400.0;486.0;;2886.0;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;700.0;1520.0;261.0;2220.0;26901.0;Não
Apartamento;Leblon;4;3;0;151;11800.0;3247.0;866.0;15047.0;181430.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1000.0;780.0;100.0;1780.0;21460.0;Não
Conjunto Comercial/Sala;Cidade Nova;0;2;0;500;35011.0;11500.0;910.0;46511.0;559042.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;1700.0;924.0;120.0;2624.0;31608.0;Não
Quitinete;Centro;1;0;0;26;900.0;350.0;19.0;1250.0;15019.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;342;5000.0;8375.0;2000.0;13375.0;162500.0;Não
Loja Shopping/ Ct Comercial;Caju;7;3;1;1000;25000.0;;1876.0;;;Sim
Apartamento;Urca;2;0;0;70;2700.0;715.0;90.0;3415.0;41070.0;Não
Quitinete;Laranjeiras;1;0;0;24;1500.0;500.0;;2000.0;;Não
Apartamento;Copacabana;3;2;2;167;4500.0;2500.0;514.0;7000.0;84514.0;Sim
Apartamento;Flamengo;3;1;0;120;3300.0;1300.0;200.0;4600.0;55400.0;Não
Casa;Vargem Pequena;3;1;1;100;2200.0;650.0;;2850.0;;Sim
Casa de Condomínio;Barra da Tijuca;4;3;3;370;9500.0;2333.0;1420.0;11833.0;143416.0;Sim
Apartamento;Ipanema;3;2;1;360;9500.0;1800.0;360.0;11300.0;135960.0;Sim
Apartamento;Ipanema;2;1;1;112;8000.0;1350.0;;9350.0;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;85;4000.0;1280.0;280.0;5280.0;63640.0;Não
Galpão/Depósito/Armazém;São Cristóvão;0;15;0;1750;19000.0;;;;;Não
Conjunto Comercial/Sala;Ipanema;0;1;0;34;3500.0;1600.0;249.0;5100.0;61449.0;Não
Apartamento;Copacabana;1;0;1;74;2900.0;700.0;183.0;3600.0;43383.0;Sim
Casa de Condomínio;Taquara;3;2;1;130;2300.0;567.0;;2867.0;;Sim
Apartamento;Jardim Guanabara;2;1;0;84;2200.0;600.0;125.0;2800.0;33725.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;40;750.0;600.0;65.0;1350.0;16265.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;154;6200.0;3100.0;945.0;9300.0;112545.0;Não
Apartamento;Méier;2;0;0;60;1200.0;;13.0;;;Não
Apartamento;Barra da Tijuca;2;1;1;70;2700.0;800.0;139.0;3500.0;42139.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;406;19500.0;9194.0;1998.0;28694.0;346326.0;Não
Apartamento;Tijuca;2;1;0;73;1680.0;500.0;80.0;2180.0;26240.0;Não
Apartamento;Ipanema;1;0;0;42;2800.0;775.0;173.0;3575.0;43073.0;Não
Apartamento;Barra da Tijuca;4;3;4;250;8000.0;3300.0;;11300.0;;Sim
Apartamento;Recreio dos Bandeirantes;3;2;3;180;2800.0;950.0;419.0;3750.0;45419.0;Sim
Apartamento;Tijuca;3;1;0;90;2000.0;620.0;56.0;2620.0;31496.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;564;35000.0;10440.0;2882.0;45440.0;548162.0;Não
Apartamento;Recreio dos Bandeirantes;3;2;3;90;1950.0;660.0;;2610.0;;Sim
Apartamento;Barra da Tijuca;3;2;1;170;5000.0;1228.0;435.0;6228.0;75171.0;Sim
Quitinete;Glória;1;0;0;26;1000.0;360.0;;1360.0;;Não
Casa;Engenho Novo;3;1;1;146;2200.0;;103.0;;;Sim
Apartamento;Lagoa;3;1;1;115;6000.0;1200.0;308.0;7200.0;86708.0;Sim
Apartamento;Campo Grande;2;2;0;48;700.0;;;;;Não
Apartamento;Barra da Tijuca;4;3;3;170;12000.0;1215.0;310.0;13215.0;158890.0;Sim
Apartamento;Barra da Tijuca;2;1;0;60;2500.0;600.0;200.0;3100.0;37400.0;Não
Apartamento;Leblon;3;2;1;200;7500.0;3300.0;640.0;10800.0;130240.0;Sim
Apartamento;Recreio dos Bandeirantes;3;1;2;90;1100.0;1100.0;;2200.0;;Sim
Apartamento;Riachuelo;2;1;1;60;1300.0;350.0;78.0;1650.0;19878.0;Sim
Apartamento;Tijuca;2;1;0;84;1800.0;501.0;;2301.0;;Não
Apartamento;Tijuca;3;1;1;90;2000.0;887.0;123.0;2887.0;34767.0;Sim
Quitinete;Copacabana;1;0;0;27;1500.0;400.0;;1900.0;;Não
Apartamento;Copacabana;3;1;0;182;4500.0;1500.0;;6000.0;;Não
Apartamento;Copacabana;2;1;1;78;3500.0;725.0;110.0;4225.0;50810.0;Sim
Apartamento;Barra da Tijuca;3;1;1;85;2400.0;980.0;256.0;3380.0;40816.0;Sim
Conjunto Comercial/Sala;Curicica;0;1;0;25;1000.0;350.0;520.0;1350.0;16720.0;Não
Apartamento;Barra da Tijuca;2;1;1;60;3200.0;1190.0;2130.0;4390.0;54810.0;Sim
Box/Garagem;Centro;0;0;0;0;100.0;;85.0;;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;100;1900.0;2184.0;692.0;4084.0;49700.0;Não
Apartamento;Barra da Tijuca;4;2;1;140;5200.0;1250.0;650.0;6450.0;78050.0;Sim
Casa;Laranjeiras;6;2;6;333;20000.0;;697.0;;;Sim
Apartamento;Campo Grande;2;0;0;50;650.0;345.0;;995.0;;Não
Casa de Condomínio;Barra da Tijuca;4;0;2;288;12000.0;510.0;4910.0;12510.0;155030.0;Sim
Apartamento;Méier;3;1;0;73;1700.0;894.0;20.0;2594.0;31148.0;Não
Loja/Salão;Barra da Tijuca;0;2;0;120;2000.0;2995.0;;4995.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;1000;35000.0;10387.0;4642.0;45387.0;549286.0;Não
Sítio;Camorim;8;0;7;10000;15000.0;;700.0;;;Sim
Apartamento;Jardim Botânico;3;2;2;260;5850.0;1937.0;553.0;7787.0;93997.0;Sim
Conjunto Comercial/Sala;Centro;0;1;0;150;10000.0;2867.0;667.0;12867.0;155071.0;Não
Apartamento;Bonsucesso;2;0;0;75;1200.0;330.0;265.0;1530.0;18625.0;Não
Apartamento;Tijuca;3;2;1;118;2400.0;970.0;;3370.0;;Sim
Apartamento;Copacabana;2;0;0;80;2650.0;504.0;;3154.0;;Não
Quitinete;Copacabana;0;0;0;35;1300.0;400.0;;1700.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;99;3500.0;2879.0;;6379.0;;Não
Conjunto Comercial/Sala;Tijuca;0;1;0;52;2500.0;795.0;42.0;3295.0;39582.0;Não
Apartamento;Olaria;2;1;0;80;1400.0;350.0;;1750.0;;Não
Casa de Condomínio;Barra da Tijuca;5;2;2;400;14000.0;2500.0;;16500.0;;Sim
Apartamento;Ramos;2;0;0;54;900.0;;;;;Não
Apartamento;Centro;1;0;0;32;900.0;342.0;24.0;1242.0;14928.0;Não
Apartamento;Leblon;3;1;1;135;9000.0;1220.0;430.0;10220.0;123070.0;Sim
Apartamento;Recreio dos Bandeirantes;4;2;2;120;2100.0;1200.0;238.0;3300.0;39838.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;43;1700.0;960.0;;2660.0;;Não
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;;6000.0;;Sim
Casa de Condomínio;Catete;5;0;2;250;15000.0;;;;;Sim
Apartamento;Ipanema;3;1;1;140;7900.0;2900.0;501.0;10800.0;130101.0;Sim
Conjunto Comercial/Sala;Tijuca;0;1;0;25;1150.0;280.0;;1430.0;;Não
Apartamento;Copacabana;3;1;1;135;4500.0;1636.0;260.0;6136.0;73892.0;Sim
Apartamento;Barra da Tijuca;3;1;1;75;2200.0;825.0;93.0;3025.0;36393.0;Sim
Apartamento;Freguesia (Jacarepaguá);2;1;0;67;1300.0;575.0;40.0;1875.0;22540.0;Não
Loja/Salão;Anil;0;0;0;140;2600.0;;300.0;;;Não
Conjunto Comercial/Sala;Castelo;0;8;0;550;59400.0;13800.0;;73200.0;;Não
Apartamento;Freguesia (Jacarepaguá);2;1;1;84;1100.0;1004.0;782.0;2104.0;26030.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1000.0;1084.0;399.0;2084.0;25407.0;Não
Apartamento;Botafogo;2;1;2;85;4230.0;1140.0;202.0;5370.0;64642.0;Sim
Apartamento;Leme;3;0;0;130;4950.0;1000.0;1.0;5950.0;71401.0;Não
Conjunto Comercial/Sala;Pechincha;0;1;0;23;650.0;380.0;;1030.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;80;1200.0;1600.0;;2800.0;;Não
Apartamento;Bonsucesso;2;1;0;55;1000.0;250.0;;1250.0;;Não
Casa;Praça Seca;1;1;0;30;800.0;40.0;;840.0;;Não
Apartamento;Barra da Tijuca;4;3;2;178;6000.0;1950.0;350.0;7950.0;95750.0;Sim
Apartamento;Pechincha;2;1;1;83;1200.0;570.0;78.0;1770.0;21318.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;58;1000.0;460.0;161.0;1460.0;17681.0;Não
Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0;32500.0;392510.0;Sim
Apartamento;Copacabana;2;1;1;120;3800.0;900.0;49.0;4700.0;56449.0;Sim
Apartamento;Barra da Tijuca;1;1;0;50;2000.0;1298.0;;3298.0;;Não
Conjunto Comercial/Sala;Centro;0;6;0;726;54510.0;13387.0;2536.0;67897.0;817300.0;Não
Apartamento;Parada de Lucas;2;0;0;78;790.0;;;;;Não
Conjunto Comercial/Sala;Copacabana;0;0;0;30;1000.0;620.0;;1620.0;;Não
Apartamento;Copacabana;3;0;0;147;2700.0;925.0;284.0;3625.0;43784.0;Não
Conjunto Comercial/Sala;Ipanema;0;0;0;40;2200.0;600.0;286.0;2800.0;33886.0;Não
Apartamento;Madureira;3;0;0;65;1350.0;300.0;;1650.0;;Não
Apartamento;Campo Grande;3;1;1;120;1600.0;860.0;;2460.0;;Sim
Apartamento;Península;4;2;4;220;6500.0;2800.0;530.0;9300.0;112130.0;Sim
Apartamento;Tijuca;2;1;1;66;1800.0;800.0;100.0;2600.0;31300.0;Sim
Apartamento;Barra da Tijuca;2;2;1;111;6000.0;3400.0;700.0;9400.0;113500.0;Sim
Apartamento;Centro;2;0;0;62;2500.0;530.0;;3030.0;;Não
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;30;700.0;942.0;;1642.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;70;2000.0;2000.0;174.0;4000.0;48174.0;Não
Casa;Gávea;3;2;3;450;25000.0;;400.0;;;Sim
Apartamento;Bonsucesso;2;0;0;70;950.0;465.0;;1415.0;;Não
Apartamento;Laranjeiras;2;1;1;88;5000.0;1060.0;160.0;6060.0;72880.0;Sim
Casa de Condomínio;Itanhangá;4;1;1;439;8500.0;1350.0;914.0;9850.0;119114.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;1800.0;570.0;;2370.0;;Não
Apartamento;Barra da Tijuca;4;4;1;348;25000.0;3700.0;1950.0;28700.0;346350.0;Sim
Apartamento;Recreio dos Bandeirantes;3;3;2;200;2700.0;1692.0;;4392.0;;Sim
Apartamento;Freguesia (Jacarepaguá);2;1;1;56;1600.0;622.0;707.0;2222.0;27371.0;Sim
Apartamento;Freguesia (Jacarepaguá);2;0;0;46;900.0;319.0;14.0;1219.0;14642.0;Não
Apartamento;São Conrado;4;2;1;166;6000.0;2300.0;550.0;8300.0;100150.0;Sim
Apartamento;Flamengo;1;0;0;36;1900.0;430.0;55.0;2330.0;28015.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;74;4700.0;1700.0;;6400.0;;Não
Loja/Salão;Barra da Tijuca;0;3;0;230;14900.0;4000.0;1000.0;18900.0;227800.0;Não
Apartamento;Leblon;1;1;1;81;4500.0;1717.0;363.0;6217.0;74967.0;Sim
Apartamento;Copacabana;3;0;0;107;3200.0;600.0;;3800.0;;Não
Apartamento;Santa Teresa;1;0;0;60;1700.0;260.0;;1960.0;;Não
Conjunto Comercial/Sala;Ipanema;0;4;0;323;29000.0;5900.0;17000.0;34900.0;435800.0;Não
Apartamento;Tijuca;3;2;0;82;2600.0;780.0;;3380.0;;Não
Apartamento;Copacabana;2;0;0;70;2400.0;669.0;112.0;3069.0;36940.0;Não
Apartamento;Glória;2;0;0;80;1900.0;700.0;79.0;2600.0;31279.0;Não
Apartamento;Copacabana;3;1;1;200;4500.0;1700.0;420.0;6200.0;74820.0;Sim
Quitinete;Copacabana;1;0;0;26;1100.0;607.0;225.0;1707.0;20709.0;Não
Apartamento;Copacabana;1;0;0;60;2450.0;730.0;27.0;3180.0;38187.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;40;1100.0;266.0;78.0;1366.0;16470.0;Não
Apartamento;Barra da Tijuca;3;2;2;212;5500.0;1200.0;670.0;6700.0;81070.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;32;1000.0;;83.0;;;Não
Galpão/Depósito/Armazém;Cachambi;0;0;0;1197;25000.0;;9491.0;;;Não
Apartamento;Ipanema;3;1;1;112;6800.0;1450.0;380.0;8250.0;99380.0;Sim
Apartamento;Laranjeiras;3;1;0;88;3000.0;1100.0;139.0;4100.0;49339.0;Não
Apartamento;Ipanema;4;1;1;180;10000.0;2400.0;;12400.0;;Sim
Apartamento;Ipanema;2;2;2;90;12000.0;3900.0;;15900.0;;Sim
Apartamento;Cachambi;2;1;0;60;1300.0;440.0;;1740.0;;Não
Apartamento;Leblon;4;2;2;200;16000.0;2300.0;815.0;18300.0;220415.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;425;20000.0;9178.0;2104.0;29178.0;352240.0;Não
Apartamento;Copacabana;3;2;1;139;3900.0;1470.0;230.0;5370.0;64670.0;Sim
Apartamento;Barra da Tijuca;4;3;2;245;6950.0;;;;;Sim
Quitinete;Botafogo;1;0;0;20;1200.0;481.0;;1681.0;;Não
Apartamento;Tijuca;2;0;0;75;1300.0;461.0;62.0;1761.0;21194.0;Não
Flat;Botafogo;2;1;0;75;5500.0;;;;;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;106;2100.0;405.0;;2505.0;;Sim
Casa;Rio Comprido;3;0;0;40;1500.0;150.0;;1650.0;;Não
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;432;5000.0;;1007.0;;;Não
Apartamento;Leblon;3;2;1;140;6400.0;3274.0;741.0;9674.0;116829.0;Sim
Apartamento;Leblon;3;3;1;200;12000.0;3000.0;600.0;15000.0;180600.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1100.0;742.0;217.0;1842.0;22321.0;Não
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;800.0;470.0;;1270.0;;Não
Conjunto Comercial/Sala;Botafogo;0;9;0;444;48915.0;14083.0;;62998.0;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;85;800.0;;;;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1400.0;650.0;100.0;2050.0;24700.0;Não
Apartamento;Vila Isabel;3;0;0;72;1900.0;320.0;67.0;2220.0;26707.0;Não
Apartamento;Barra da Tijuca;2;1;0;51;1300.0;460.0;40.0;1760.0;21160.0;Não
Prédio Inteiro;Botafogo;0;2;0;600;15000.0;;600.0;;;Não
Apartamento;Flamengo;2;1;1;90;3500.0;1006.0;195.0;4506.0;54267.0;Sim
Apartamento;Copacabana;4;1;0;141;4500.0;1139.0;378.0;5639.0;68046.0;Não
Conjunto Comercial/Sala;Santo Cristo;0;0;0;80;2400.0;800.0;;3200.0;;Não
Loja/Salão;Botafogo;0;59;0;2032;250000.0;;;;;Não
Apartamento;Leblon;3;2;3;170;7000.0;3230.0;10.0;10230.0;122770.0;Sim
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;36;400.0;820.0;11.0;1220.0;14651.0;Não
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;114;7000.0;2300.0;;9300.0;;Não
Apartamento;São Cristóvão;2;1;1;64;1900.0;430.0;69.0;2330.0;28029.0;Sim
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;150;8800.0;;600.0;;;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;113;2400.0;522.0;2706.0;2922.0;37770.0;Sim
Apartamento;Lagoa;3;2;1;125;5000.0;1698.0;357.0;6698.0;80733.0;Sim
Apartamento;Copacabana;1;0;0;21;1100.0;405.0;;1505.0;;Não
Apartamento;Copacabana;1;0;0;46;1500.0;580.0;100.0;2080.0;25060.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;25;800.0;880.0;90.0;1680.0;20250.0;Não
Apartamento;Ipanema;2;1;0;75;3200.0;1200.0;117.0;4400.0;52917.0;Não
Apartamento;Ipanema;3;3;1;300;22000.0;4000.0;2000.0;26000.0;314000.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;84;3000.0;2381.0;485.0;5381.0;65057.0;Não
Apartamento;Barra da Tijuca;3;2;3;115;3700.0;1500.0;300.0;5200.0;62700.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;82;3000.0;1764.0;689.0;4764.0;57857.0;Não
Apartamento;Recreio dos Bandeirantes;2;2;1;85;2000.0;650.0;;2650.0;;Sim
Apartamento;Lagoa;2;1;1;86;6700.0;650.0;;7350.0;;Sim
Apartamento;Ipanema;2;0;0;72;4199.0;415.0;120.0;4614.0;55488.0;Não
Apartamento;Ipanema;3;2;2;280;16000.0;3100.0;694.0;19100.0;229894.0;Sim
Prédio Inteiro;Freguesia (Jacarepaguá);0;18;0;2250;65000.0;;12000.0;;;Não
Conjunto Comercial/Sala;Penha;0;0;0;35;550.0;617.0;42.0;1167.0;14046.0;Não
Apartamento;Copacabana;1;0;1;34;2000.0;480.0;;2480.0;;Sim
Apartamento;Barra da Tijuca;1;1;1;62;1500.0;1080.0;261.0;2580.0;31221.0;Sim
Casa de Vila;Freguesia (Ilha do Governador);3;1;1;110;2300.0;;130.0;;;Sim
Apartamento;Centro;1;0;0;25;1100.0;;;;;Não
Apartamento;Jardim Botânico;4;2;2;241;8000.0;2203.0;997.0;10203.0;123433.0;Sim
Apartamento;Laranjeiras;2;0;0;70;2300.0;530.0;95.0;2830.0;34055.0;Não
Apartamento;Realengo;2;0;0;75;750.0;;;;;Não
Loja/Salão;Grajaú;0;0;0;50;1800.0;;;;;Não
Conjunto Comercial/Sala;Centro;0;0;0;360;15000.0;3851.0;1232.0;18851.0;227444.0;Não
Casa de Condomínio;Recreio dos Bandeirantes;5;0;4;450;12000.0;1420.0;12524.0;13420.0;173564.0;Sim
Apartamento;Ipanema;2;1;0;81;4000.0;1070.0;214.0;5070.0;61054.0;Não
Apartamento;Barra da Tijuca;5;4;4;404;20000.0;3700.0;950.0;23700.0;285350.0;Sim
Apartamento;Barra da Tijuca;5;4;4;341;11000.0;3700.0;;14700.0;;Sim
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;32;2000.0;326.0;186.0;2326.0;28098.0;Não
Apartamento;Barra da Tijuca;4;2;3;235;8000.0;2700.0;415.0;10700.0;128815.0;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1300.0;780.0;;2080.0;;Sim
Apartamento;Botafogo;3;1;1;100;4500.0;1600.0;249.0;6100.0;73449.0;Sim
Loja/Salão;Centro;0;0;0;71;2300.0;46.0;250.0;2346.0;28402.0;Não
Apartamento;Lagoa;3;1;1;140;4100.0;1593.0;;5693.0;;Sim
Quitinete;Largo do Machado;1;0;0;26;1300.0;407.0;26.0;1707.0;20510.0;Não
Apartamento;Engenho Novo;2;0;0;54;800.0;340.0;;1140.0;;Não
Apartamento;Leblon;2;1;0;75;3500.0;1100.0;153.0;4600.0;55353.0;Não
Apartamento;Barra da Tijuca;4;2;1;280;9500.0;;;;;Sim
Apartamento;Campo Grande;2;1;0;50;900.0;305.0;;1205.0;;Não
Loja/Salão;Barra da Tijuca;0;1;0;50;2500.0;866.0;;3366.0;;Não
Apartamento;Flamengo;1;0;0;32;1400.0;650.0;30.0;2050.0;24630.0;Não
Quitinete;Centro;0;0;0;20;700.0;349.0;25.0;1049.0;12613.0;Não
Apartamento;Barra da Tijuca;3;2;3;110;3000.0;1754.0;232.0;4754.0;57280.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;650.0;375.0;150.0;1025.0;12450.0;Não
Flat;Barra da Tijuca;1;1;1;54;10000.0;2200.0;250.0;12200.0;146650.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;33;1000.0;600.0;;1600.0;;Não
Apartamento;Copacabana;4;2;1;410;16000.0;2300.0;1247.0;18300.0;220847.0;Sim
Apartamento;São Conrado;2;2;1;85;4000.0;2200.0;180.0;6200.0;74580.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;149;7600.0;5862.0;1098.0;13462.0;162642.0;Não
Apartamento;Botafogo;1;1;0;45;2200.0;561.0;55.0;2761.0;33187.0;Não
Apartamento;Lagoa;2;1;0;69;3100.0;627.0;235.0;3727.0;44959.0;Não
Apartamento;Tijuca;3;1;1;108;1800.0;700.0;144.0;2500.0;30144.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;30;800.0;375.0;84.0;1175.0;14184.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;204;7900.0;4673.0;;12573.0;;Não
Casa de Vila;Itanhangá;4;2;2;900;10000.0;1650.0;1520.0;11650.0;141320.0;Sim
Apartamento;Centro;2;0;0;60;3000.0;550.0;70.0;3550.0;42670.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;70;2500.0;2300.0;;4800.0;;Não
Apartamento;Freguesia (Jacarepaguá);3;2;1;110;2350.0;962.0;145.0;3312.0;39889.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;30;1500.0;934.0;196.0;2434.0;29404.0;Não
Apartamento;Riachuelo;2;1;0;68;700.0;550.0;;1250.0;;Não
Casa;Campo Grande;2;1;0;80;1000.0;;;;;Não
Apartamento;Leblon;3;1;2;180;16000.0;2330.0;593.0;18330.0;220553.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;51;750.0;719.0;421.0;1469.0;18049.0;Não
Apartamento;Barra da Tijuca;4;3;3;160;8500.0;2300.0;400.0;10800.0;130000.0;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1700.0;784.0;204.0;2484.0;30012.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;70;3600.0;2000.0;600.0;5600.0;67800.0;Não
Conjunto Comercial/Sala;Cidade Nova;0;19;0;2951;191815.0;66840.0;6964.0;258655.0;3110824.0;Não
Apartamento;Laranjeiras;3;1;0;114;3000.0;1200.0;;4200.0;;Não
Apartamento;Flamengo;1;0;0;23;800.0;480.0;29.0;1280.0;15389.0;Não
Casa;Gávea;6;3;6;790;30000.0;900.0;1532.0;30900.0;372332.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;44;1500.0;830.0;290.0;2330.0;28250.0;Não
Galpão/Depósito/Armazém;Guaratiba;0;0;0;800;8000.0;;;;;Não
Apartamento;Flamengo;1;0;0;35;1800.0;418.0;25.0;2218.0;26641.0;Não
Conjunto Comercial/Sala;Centro;0;5;0;1251;137610.0;31275.0;3753.0;168885.0;2030373.0;Não
Loja/Salão;Anchieta;0;50;0;7000;9000.0;;700.0;;;Não
Apartamento;Península;4;3;4;220;11000.0;2927.0;611.0;13927.0;167735.0;Sim
Apartamento;Tijuca;3;0;0;100;2600.0;620.0;130.0;3220.0;38770.0;Não
Conjunto Comercial/Sala;Botafogo;0;1;0;81;4800.0;2184.0;464.0;6984.0;84272.0;Não
Conjunto Comercial/Sala;Curicica;0;1;0;17;950.0;290.0;;1240.0;;Não
Apartamento;Flamengo;3;0;0;97;3500.0;800.0;1800.0;4300.0;53400.0;Não
Flat;Ipanema;2;2;2;70;5000.0;2000.0;320.0;7000.0;84320.0;Sim
Apartamento;Flamengo;1;0;1;30;1200.0;467.0;250.0;1667.0;20254.0;Sim
Apartamento;Laranjeiras;2;1;0;87;2900.0;832.0;128.0;3732.0;44912.0;Não
Apartamento;Copacabana;4;1;2;266;10500.0;2384.0;710.0;12884.0;155318.0;Sim
Apartamento;Vila Isabel;2;0;0;58;1300.0;480.0;;1780.0;;Não
Apartamento;Flamengo;1;1;0;45;2200.0;620.0;240.0;2820.0;34080.0;Não
Apartamento;Leblon;2;2;1;96;6500.0;1550.0;3600.0;8050.0;100200.0;Sim
Apartamento;Taquara;2;1;0;50;850.0;170.0;;1020.0;;Não
Casa Comercial;Jardim Botânico;0;0;0;171;9500.0;;10164.0;;;Não
Apartamento;Vargem Grande;2;1;1;124;2100.0;431.0;117.0;2531.0;30489.0;Sim
Apartamento;Ipanema;2;2;1;85;14000.0;4200.0;425.0;18200.0;218825.0;Sim
Apartamento;Copacabana;2;0;0;58;2200.0;470.0;70.0;2670.0;32110.0;Não
Apartamento;Ipanema;2;1;1;75;5000.0;900.0;200.0;5900.0;71000.0;Sim
Galpão/Depósito/Armazém;Riachuelo;0;5;0;587;11500.0;;1047.0;;;Não
Apartamento;Tijuca;4;2;1;209;3800.0;1600.0;;5400.0;;Sim
Apartamento;Copacabana;1;0;0;43;1600.0;549.0;75.0;2149.0;25863.0;Não
Apartamento;Barra da Tijuca;2;1;0;70;1500.0;1300.0;158.0;2800.0;33758.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;150;3000.0;1650.0;460.0;4650.0;56260.0;Não
Quitinete;Centro;0;0;0;26;700.0;730.0;120.0;1430.0;17280.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;33;600.0;565.0;186.0;1165.0;14166.0;Não
Apartamento;Ipanema;3;2;1;140;5500.0;2500.0;;8000.0;;Sim
